Se envió DHCP_ACK a: [AC-FD-EC-C1-C8-6F] con la IP: [192.168.0.11] || FECHA: Tue Nov 18 01:21:13 COT 2014
Recibido DISCOVERY de: [AC-FD-EC-C1-C8-6F] || FECHA: Tue Nov 18 01:22:24 COT 2014
Se envió DHCP_OFFFER a: [AC-FD-EC-C1-C8-6F] con la IP: [192.168.0.11] || FECHA: Tue Nov 18 01:22:24 COT 2014
Recibido REQUEST de: [AC-FD-EC-C1-C8-6F] || FECHA: Tue Nov 18 01:22:25 COT 2014
Recibido DISCOVERY de: [AC-FD-EC-C1-C8-6F] || FECHA: Tue Nov 18 01:23:36 COT 2014
Se envió DHCP_OFFFER a: [AC-FD-EC-C1-C8-6F] con la IP: [192.168.0.11] || FECHA: Tue Nov 18 01:23:36 COT 2014
Recibido REQUEST de: [AC-FD-EC-C1-C8-6F] || FECHA: Tue Nov 18 01:23:37 COT 2014
Recibido REQUEST de: [AC-FD-EC-C1-C8-6F] || FECHA: Tue Nov 18 01:23:38 COT 2014
Recibido DISCOVERY de: [AC-FD-EC-C1-C8-6F] || FECHA: Tue Nov 18 01:24:44 COT 2014
Se envió DHCP_OFFFER a: [AC-FD-EC-C1-C8-6F] con la IP: [192.168.0.11] || FECHA: Tue Nov 18 01:24:44 COT 2014
Recibido REQUEST de: [AC-FD-EC-C1-C8-6F] || FECHA: Tue Nov 18 01:24:45 COT 2014
Recibido REQUEST de: [AC-FD-EC-C1-C8-6F] || FECHA: Tue Nov 18 01:24:46 COT 2014
Recibido REQUEST de: [AC-FD-EC-C1-C8-6F] || FECHA: Tue Nov 18 01:24:56 COT 2014
Se envió DHCP_ACK a: [AC-FD-EC-C1-C8-6F] con la IP: [192.168.0.11] || FECHA: Tue Nov 18 01:24:56 COT 2014
Recibido REQUEST de: [AC-FD-EC-C1-C8-6F] || FECHA: Tue Nov 18 01:25:01 COT 2014
Se envió DHCP_ACK a: [AC-FD-EC-C1-C8-6F] con la IP: [192.168.0.11] || FECHA: Tue Nov 18 01:25:01 COT 2014
Recibido REQUEST de: [AC-FD-EC-C1-C8-6F] || FECHA: Tue Nov 18 01:25:03 COT 2014
Se envió DHCP_ACK a: [AC-FD-EC-C1-C8-6F] con la IP: [192.168.0.11] || FECHA: Tue Nov 18 01:25:03 COT 2014
Recibido REQUEST de: [AC-FD-EC-C1-C8-6F] || FECHA: Tue Nov 18 01:25:18 COT 2014
Se envió DHCP_ACK a: [AC-FD-EC-C1-C8-6F] con la IP: [192.168.0.11] || FECHA: Tue Nov 18 01:25:18 COT 2014
